item_id,item_label,reason,overview_item_id,exclude_other_parents
Q10683897,Sunkadelica,"root item with no P279/P361 parent and no P2341/P495 value, but a Swedish term/genre-concept, missed by the automated classification",Q846784,
Q23499405,rúmbia,root item with no P279/P361 parent and no P2341/P495 value; a genre rooted in the Vallès region of Catalonia (fusing Catalan rumba with Latin cumbia) missed by the automated classification since it was mistakenly treated as an ambiguous cross-national fusion rather than a Catalan regional genre,Q3808055,
Q7334835,Ringbang,"root item with no P279/P361 parent and no P2341/P495 value; a pan-Caribbean soca/calypso-derived genre with no single national home, missed by the automated classification",Q3394906,
Q5759480,caña,root item with no P279/P361 parent and no P2341/P495 value; a Andalusia genre missed by the automated seed/indigenous_to classification (medium confidence),Q2742742,
Q5747261,canción montañesa,root item with no P279/P361 parent and no P2341/P495 value; a Cantabria genre missed by the automated seed/indigenous_to classification (high confidence),Q115168871,
Q1054490,Ceòl Beag,root item with no P279/P361 parent and no P2341/P495 value; a Scotland genre missed by the automated seed/indigenous_to classification (high confidence),Q1048469,
Q5764471,chandé (Colombia),root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (high confidence),Q920883,
Q5072696,Chanté mas,root item with no P279/P361 parent and no P2341/P495 value; a Dominica genre missed by the automated seed/indigenous_to classification (medium confidence),Q16147503,
Q5119040,Chầu văn,root item with no P279/P361 parent and no P2341/P495 value; a Vietnam genre missed by the automated seed/indigenous_to classification (high confidence),Q1156957,
Q18690116,Finland's political singing movement,root item with no P279/P361 parent and no P2341/P495 value; a Finland genre missed by the automated seed/indigenous_to classification (high confidence),Q1417976,
Q10283583,forró pé de serra,root item with no P279/P361 parent and no P2341/P495 value; a Brazil genre missed by the automated seed/indigenous_to classification (high confidence),Q899215,
Q56351526,forró,root item with no P279/P361 parent and no P2341/P495 value; a Brazil genre missed by the automated seed/indigenous_to classification (high confidence),Q899215,
Q5625934,Gånglåt,root item with no P279/P361 parent and no P2341/P495 value; a Sweden genre missed by the automated seed/indigenous_to classification (high confidence),Q846784,
Q19366417,genios de Andalucía,root item with no P279/P361 parent and no P2341/P495 value; a Andalusia genre missed by the automated seed/indigenous_to classification (high confidence),Q2742742,
Q2481591,Hua'er,root item with no P279/P361 parent and no P2341/P495 value; a China genre missed by the automated seed/indigenous_to classification (medium confidence),Q277393,
Q48855105,Iê-iê-iê,root item with no P279/P361 parent and no P2341/P495 value; a Brazil genre missed by the automated seed/indigenous_to classification (medium confidence),Q899215,
Q10301862,incelenças,root item with no P279/P361 parent and no P2341/P495 value; a Cape Verde genre missed by the automated seed/indigenous_to classification (medium confidence),Q188237,
Q6319299,Jwé,root item with no P279/P361 parent and no P2341/P495 value; a Martinique genre missed by the automated seed/indigenous_to classification (medium confidence),Q11058823,
Q16594955,lumbalú,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (high confidence),Q920883,
Q6036566,música planeca,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (medium confidence),Q920883,
Q6098469,rajaleña,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (high confidence),Q920883,
Q56872586,seú,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (medium confidence),Q920883,
Q10831132,tình khúc 1954-1975,root item with no P279/P361 parent and no P2341/P495 value; a Vietnam genre missed by the automated seed/indigenous_to classification (high confidence),Q1156957,
Q12224286,Abidat Rma,root item with no P279/P361 parent and no P2341/P495 value; a Morocco genre missed by the automated seed/indigenous_to classification (high confidence),Q2346484,
Q20631510,Ameripolitan,root item with no P279/P361 parent and no P2341/P495 value; a the United States genre missed by the automated seed/indigenous_to classification (medium confidence),Q2267955,
Q8210150,Avanzada Regia,root item with no P279/P361 parent and no P2341/P495 value; a Mexico genre missed by the automated seed/indigenous_to classification (high confidence),Q3397325,
Q16954258,B-Town,root item with no P279/P361 parent and no P2341/P495 value; a the United Kingdom genre missed by the automated seed/indigenous_to classification (medium confidence),Q268673,
Q18582315,baile chino,root item with no P279/P361 parent and no P2341/P495 value; a Chile genre missed by the automated seed/indigenous_to classification (high confidence),Q3889385,
Q96761277,Bangla Adhunik Gaan,root item with no P279/P361 parent and no P2341/P495 value; a Bengal genre missed by the automated seed/indigenous_to classification (high confidence),Q3349675,
Q808855,barrelhouse piano,root item with no P279/P361 parent and no P2341/P495 value; a the United States genre missed by the automated seed/indigenous_to classification (medium confidence),Q2267955,
Q5731395,bolero ranchero,root item with no P279/P361 parent and no P2341/P495 value; a Mexico genre missed by the automated seed/indigenous_to classification (high confidence),Q3397325,
Q4945025,Borgeet,root item with no P279/P361 parent and no P2341/P495 value; a Assam genre missed by the automated seed/indigenous_to classification (high confidence),Q6942006,
Q2537800,Bozlak,root item with no P279/P361 parent and no P2341/P495 value; a Turkey genre missed by the automated seed/indigenous_to classification (high confidence),Q1074080,
Q18464783,bugio,root item with no P279/P361 parent and no P2341/P495 value; a Portugal genre missed by the automated seed/indigenous_to classification (medium confidence),Q2579987,
Q17623202,bunde (Colombia),root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (high confidence),Q920883,
Q5735613,bunde chocoano,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (high confidence),Q920883,
Q5015165,Ca din tulnic,root item with no P279/P361 parent and no P2341/P495 value; a Romania genre missed by the automated seed/indigenous_to classification (high confidence),Q852210,
Q30688859,Cachi Cachi music,root item with no P279/P361 parent and no P2341/P495 value; a Texas genre missed by the automated seed/indigenous_to classification (medium confidence),Q6942291,
Q17747244,California Sound,root item with no P279/P361 parent and no P2341/P495 value; a California genre missed by the automated seed/indigenous_to classification (high confidence),Q6942029,
Q11912270,caramelles,root item with no P279/P361 parent and no P2341/P495 value; a Catalonia genre missed by the automated seed/indigenous_to classification (high confidence),Q3808055,
Q5063233,Ceol Meadhonach,root item with no P279/P361 parent and no P2341/P495 value; a Scotland genre missed by the automated seed/indigenous_to classification (high confidence),Q1048469,
Q5070237,Chamrieng Samai,root item with no P279/P361 parent and no P2341/P495 value; a Cambodia genre missed by the automated seed/indigenous_to classification (high confidence),Q6942031,
Q717080,Changgeuk,root item with no P279/P361 parent and no P2341/P495 value; a Korea genre missed by the automated seed/indigenous_to classification (high confidence),Q716060,
Q5072584,Chanson pour boire,root item with no P279/P361 parent and no P2341/P495 value; a France genre missed by the automated seed/indigenous_to classification (medium confidence),Q672134,
Q2956468,Chaoui music,root item with no P279/P361 parent and no P2341/P495 value; a Algeria genre missed by the automated seed/indigenous_to classification (high confidence),Q3328583,
Q5073926,Charanga-vallenata,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (medium confidence),Q920883,
Q5693170,chonguinada,root item with no P279/P361 parent and no P2341/P495 value; a Peru genre missed by the automated seed/indigenous_to classification (high confidence),Q3085344,
Q5105648,Chrieng Brunh,root item with no P279/P361 parent and no P2341/P495 value; a Cambodia genre missed by the automated seed/indigenous_to classification (high confidence),Q6942031,
Q18465009,Chula (Bahia),root item with no P279/P361 parent and no P2341/P495 value; a Brazil genre missed by the automated seed/indigenous_to classification (medium confidence),Q899215,
Q5118358,Chutney parang,root item with no P279/P361 parent and no P2341/P495 value; a Trinidad and Tobago genre missed by the automated seed/indigenous_to classification (high confidence),Q6942303,
Q2978696,clawhammer,root item with no P279/P361 parent and no P2341/P495 value; a the United States genre missed by the automated seed/indigenous_to classification (medium confidence),Q2267955,
Q9849206,congo capixaba,root item with no P279/P361 parent and no P2341/P495 value; a Brazil genre missed by the automated seed/indigenous_to classification (medium confidence),Q899215,
Q5783033,congos,root item with no P279/P361 parent and no P2341/P495 value; a Panama genre missed by the automated seed/indigenous_to classification (medium confidence),Q6942240,
Q31358818,Cool Cymru,root item with no P279/P361 parent and no P2341/P495 value; a Wales genre missed by the automated seed/indigenous_to classification (high confidence),Q6942327,
Q5799237,danza o habanera,root item with no P279/P361 parent and no P2341/P495 value; a Puerto Rico genre missed by the automated seed/indigenous_to classification (medium confidence),Q427183,
Q5347034,Eefing,root item with no P279/P361 parent and no P2341/P495 value; a Scotland genre missed by the automated seed/indigenous_to classification (medium confidence),Q1048469,
Q123944418,Egwu ekpili,root item with no P279/P361 parent and no P2341/P495 value; a Nigeria genre missed by the automated seed/indigenous_to classification (high confidence),Q2738838,
Q1429121,Flogger,root item with no P279/P361 parent and no P2341/P495 value; a Argentina genre missed by the automated seed/indigenous_to classification (medium confidence),Q645992,
Q1610196,French organ school,root item with no P279/P361 parent and no P2341/P495 value; a France genre missed by the automated seed/indigenous_to classification (medium confidence),Q672134,
Q5501660,French-Canadian music,root item with no P279/P361 parent and no P2341/P495 value; a Canada genre missed by the automated seed/indigenous_to classification (high confidence),Q6942037,
Q48855636,gaucha music,root item with no P279/P361 parent and no P2341/P495 value; a Brazil genre missed by the automated seed/indigenous_to classification (medium confidence),Q899215,
Q5529053,Gazel,root item with no P279/P361 parent and no P2341/P495 value; a Turkey genre missed by the automated seed/indigenous_to classification (medium confidence),Q1074080,
Q5886831,Guabina,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (high confidence),Q920883,
Q6036526,Guasca music,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (high confidence),Q920883,
Q12246277,Hadrami music,root item with no P279/P361 parent and no P2341/P495 value; a Yemen genre missed by the automated seed/indigenous_to classification (medium confidence),Q3328786,
Q3141414,Hawzi,root item with no P279/P361 parent and no P2341/P495 value; a Algeria genre missed by the automated seed/indigenous_to classification (high confidence),Q3328583,
Q16875726,Ikinimba,root item with no P279/P361 parent and no P2341/P495 value; a Rwanda genre missed by the automated seed/indigenous_to classification (medium confidence),Q3868596,
Q6366462,Kapanirong,root item with no P279/P361 parent and no P2341/P495 value; a the Philippines genre missed by the automated seed/indigenous_to classification (medium confidence),Q3328743,
Q6394780,Kertok,root item with no P279/P361 parent and no P2341/P495 value; a Malaysia genre missed by the automated seed/indigenous_to classification (medium confidence),Q3328715,
Q16733731,Kpanlogo,root item with no P279/P361 parent and no P2341/P495 value; a Ghana genre missed by the automated seed/indigenous_to classification (high confidence),Q6942095,
Q55529556,Kume-uta,root item with no P279/P361 parent and no P2341/P495 value; a Japan genre missed by the automated seed/indigenous_to classification (high confidence),Q257533,
Q135107660,Lekompo,root item with no P279/P361 parent and no P2341/P495 value; a South Africa genre missed by the automated seed/indigenous_to classification (high confidence),Q4794612,
Q6537469,Lewoz,root item with no P279/P361 parent and no P2341/P495 value; a Guadeloupe genre missed by the automated seed/indigenous_to classification (high confidence),Q15221176,
Q615455,lhamo,root item with no P279/P361 parent and no P2341/P495 value; a Tibet genre missed by the automated seed/indigenous_to classification (high confidence),Q1585558,
Q17050023,Malaysian contemporary music,root item with no P279/P361 parent and no P2341/P495 value; a Malaysia genre missed by the automated seed/indigenous_to classification (high confidence),Q3328715,
Q48781411,manchegas,root item with no P279/P361 parent and no P2341/P495 value; a Spain genre missed by the automated seed/indigenous_to classification (medium confidence),Q964987,
Q48871578,Marabaixo,root item with no P279/P361 parent and no P2341/P495 value; a Brazil genre missed by the automated seed/indigenous_to classification (medium confidence),Q899215,
Q40488741,mazurca ranchera,root item with no P279/P361 parent and no P2341/P495 value; a Mexico genre missed by the automated seed/indigenous_to classification (medium confidence),Q3397325,
Q132886044,Mgqashiyo,root item with no P279/P361 parent and no P2341/P495 value; a South Africa genre missed by the automated seed/indigenous_to classification (medium confidence),Q4794612,
Q21003309,Milonga-candombe,root item with no P279/P361 parent and no P2341/P495 value; a Uruguay genre missed by the automated seed/indigenous_to classification (medium confidence),Q23965,
Q1252451,Montuno,root item with no P279/P361 parent and no P2341/P495 value; a Cuba genre missed by the automated seed/indigenous_to classification (medium confidence),Q1544863,
Q25091767,mutuashi,root item with no P279/P361 parent and no P2341/P495 value; a the Democratic Republic of the Congo genre missed by the automated seed/indigenous_to classification (medium confidence),Q1955040,
Q1817297,Nangma,root item with no P279/P361 parent and no P2341/P495 value; a Tibet genre missed by the automated seed/indigenous_to classification (high confidence),Q1585558,
Q3337361,nayda,root item with no P279/P361 parent and no P2341/P495 value; a Morocco genre missed by the automated seed/indigenous_to classification (medium confidence),Q2346484,
Q2682554,New Venice School,root item with no P279/P361 parent and no P2341/P495 value; a Italy genre missed by the automated seed/indigenous_to classification (medium confidence),Q3679098,
Q5402428,Nicaraguan polka,root item with no P279/P361 parent and no P2341/P495 value; a Nicaragua genre missed by the automated seed/indigenous_to classification (high confidence),Q6942217,
Q7088779,Oltului,root item with no P279/P361 parent and no P2341/P495 value; a Romania genre missed by the automated seed/indigenous_to classification (medium confidence),Q852210,
Q16909209,Ovi (music),root item with no P279/P361 parent and no P2341/P495 value; a Finland genre missed by the automated seed/indigenous_to classification (high confidence),Q1417976,
Q7132500,Papare,root item with no P279/P361 parent and no P2341/P495 value; a Sri Lanka genre missed by the automated seed/indigenous_to classification (high confidence),Q3328768,
Q13026479,Phleng Lae,root item with no P279/P361 parent and no P2341/P495 value; a Thailand genre missed by the automated seed/indigenous_to classification (high confidence),Q867306,
Q7190617,Pichakaree,root item with no P279/P361 parent and no P2341/P495 value; a Trinidad and Tobago genre missed by the automated seed/indigenous_to classification (medium confidence),Q6942303,
Q40501317,Polca canaria,root item with no P279/P361 parent and no P2341/P495 value; a the Canary Islands genre missed by the automated seed/indigenous_to classification (high confidence),Q6942354,
Q114799579,Pop music in Brazil,root item with no P279/P361 parent and no P2341/P495 value; a Brazil genre missed by the automated seed/indigenous_to classification (high confidence),Q899215,
Q5266196,rough music,root item with no P279/P361 parent and no P2341/P495 value; a England genre missed by the automated seed/indigenous_to classification (medium confidence),Q110558058,
Q6113614,rumba vallecana,root item with no P279/P361 parent and no P2341/P495 value; a Spain genre missed by the automated seed/indigenous_to classification (medium confidence),Q964987,
Q28017865,Sabanera music,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (medium confidence),Q920883,
Q7402829,Sakara music,root item with no P279/P361 parent and no P2341/P495 value; a Nigeria genre missed by the automated seed/indigenous_to classification (high confidence),Q2738838,
Q6117417,Saloma,root item with no P279/P361 parent and no P2341/P495 value; a Malaysia genre missed by the automated seed/indigenous_to classification (medium confidence),Q3328715,
Q132733254,saxocumbia,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (medium confidence),Q920883,
Q105762622,Sepolcro,root item with no P279/P361 parent and no P2341/P495 value; a Italy genre missed by the automated seed/indigenous_to classification (medium confidence),Q3679098,
Q100307135,sikuris de italaque,root item with no P279/P361 parent and no P2341/P495 value; a Bolivia genre missed by the automated seed/indigenous_to classification (high confidence),Q3328603,
Q2241518,Simadan,root item with no P279/P361 parent and no P2341/P495 value; a Curaçao genre missed by the automated seed/indigenous_to classification (high confidence),Q28129954,
Q7561291,Songo-salsa,root item with no P279/P361 parent and no P2341/P495 value; a Cuba genre missed by the automated seed/indigenous_to classification (medium confidence),Q1544863,
Q20021568,Spanish musical revue,root item with no P279/P361 parent and no P2341/P495 value; a Spain genre missed by the automated seed/indigenous_to classification (medium confidence),Q964987,
Q2329445,Stambeli,root item with no P279/P361 parent and no P2341/P495 value; a Tunisia genre missed by the automated seed/indigenous_to classification (high confidence),Q936552,
Q7636849,Sulukan,root item with no P279/P361 parent and no P2341/P495 value; a the Philippines genre missed by the automated seed/indigenous_to classification (medium confidence),Q3328743,
Q3394533,Tabanka,root item with no P279/P361 parent and no P2341/P495 value; a Cape Verde genre missed by the automated seed/indigenous_to classification (high confidence),Q188237,
Q7676784,tajaraste,root item with no P279/P361 parent and no P2341/P495 value; a the Canary Islands genre missed by the automated seed/indigenous_to classification (high confidence),Q6942354,
Q49001554,Tamang Selo,root item with no P279/P361 parent and no P2341/P495 value; a Nepal genre missed by the automated seed/indigenous_to classification (medium confidence),Q3328735,
Q9081689,tamborileros de Tabasco,root item with no P279/P361 parent and no P2341/P495 value; a Mexico genre missed by the automated seed/indigenous_to classification (high confidence),Q3397325,
Q1871532,tambu music,root item with no P279/P361 parent and no P2341/P495 value; a Curaçao genre missed by the automated seed/indigenous_to classification (high confidence),Q28129954,
Q5397405,Tamunangue,root item with no P279/P361 parent and no P2341/P495 value; a Venezuela genre missed by the automated seed/indigenous_to classification (high confidence),Q2486179,
Q7684951,taqtuqa,root item with no P279/P361 parent and no P2341/P495 value; a Egypt genre missed by the automated seed/indigenous_to classification (medium confidence),Q18129813,
Q10979284,Tarling,root item with no P279/P361 parent and no P2341/P495 value; a Indonesia genre missed by the automated seed/indigenous_to classification (medium confidence),Q1210921,
Q2656325,Toeshey,root item with no P279/P361 parent and no P2341/P495 value; a Bhutan genre missed by the automated seed/indigenous_to classification (high confidence),Q592807,
Q3622181,tonadilla,root item with no P279/P361 parent and no P2341/P495 value; a Spain genre missed by the automated seed/indigenous_to classification (medium confidence),Q964987,
Q114960929,trall,root item with no P279/P361 parent and no P2341/P495 value; a Norway genre missed by the automated seed/indigenous_to classification (medium confidence),Q833189,
Q127606466,UK gqom,root item with no P279/P361 parent and no P2341/P495 value; a the United Kingdom genre missed by the automated seed/indigenous_to classification (high confidence),Q268673,
Q4006465,Urlatori,root item with no P279/P361 parent and no P2341/P495 value; a Italy genre missed by the automated seed/indigenous_to classification (high confidence),Q3679098,
Q7911938,vallenato-salsa,root item with no P279/P361 parent and no P2341/P495 value; a Colombia genre missed by the automated seed/indigenous_to classification (medium confidence),Q920883,
Q97659647,vilancete,root item with no P279/P361 parent and no P2341/P495 value; a Portugal genre missed by the automated seed/indigenous_to classification (medium confidence),Q2579987,
Q2886472,wititi,root item with no P279/P361 parent and no P2341/P495 value; a Peru genre missed by the automated seed/indigenous_to classification (high confidence),Q3085344,
Q8044658,Xintianyou,root item with no P279/P361 parent and no P2341/P495 value; a China genre missed by the automated seed/indigenous_to classification (medium confidence),Q277393,
Q12251955,Yamani palm music,root item with no P279/P361 parent and no P2341/P495 value; a Yemen genre missed by the automated seed/indigenous_to classification (medium confidence),Q3328786,
Q11903204,Zouk chouv,root item with no P279/P361 parent and no P2341/P495 value; a the French Antilles genre missed by the automated seed/indigenous_to classification (medium confidence),Q108151421,
Q4193824,der song,root item with no P279/P361 parent and no P2341/P495 value; a German genre confirmed by user request (high confidence),Q2743758,
Q16606623,metal prehispánico,"root item with no P279/P361 parent; a heavy metal fusion genre incorporating pre-Hispanic Indigenous instruments and themes from multiple Latin American countries with no single national/ethnic home, so reclassified regional under a synthetic indigenous-Americas overview instead of a canonical parent",LOCAL:indigenous-americas,
Q5767310,chobena,"root item with no P279/P361 parent and no P2341/P495 value, but a Bolivian genre missed by the automated seed/indigenous_to/country_of_origin classification (high confidence)",Q3328603,
Q4832900,Jarabe,"root item with no P279/P361 parent and no P2341/P495 value, but a Mexican genre missed by the automated seed/indigenous_to/country_of_origin classification (high confidence)",Q3397325,
Q10283571,forrocore,"root item with no P279/P361 parent and no P2341/P495 value, but a Brazilian genre missed by the automated seed/indigenous_to/country_of_origin classification (high confidence)",Q899215,
Q2744144,Gharnati music,"root item with no P279/P361 parent and no P2341/P495 value, but an Algerian genre missed by the automated seed/indigenous_to/country_of_origin classification (medium confidence)",Q3328583,
Q6003760,Imene metua,"root item with no P279/P361 parent and no P2341/P495 value, but a Cook Islands genre missed by the automated seed/indigenous_to/country_of_origin classification (high confidence)",Q16823040,
Q6450040,Kwakwaka'wakw music,"root item with no P279/P361 parent; Wikidata's own P495 (country of origin) value is Q30 United States, which is incorrect - Kwakwaka'wakw is a First Nation of coastal British Columbia/Vancouver Island, Canada; classified by ethnographic fact rather than the erroneous source statement (high confidence)",Q6942037,
Q16291117,aiyai,"root item with no P279/P361 parent, but P495 (country of origin) = Q262 Algeria; Saharan music style missed by the automated seed/indigenous_to/country_of_origin classification (high confidence)",Q3328583,
Q6793820,alriyfy music,"root item with no P279/P361 parent, but P495 (country of origin) = Q1016 Saudi Arabia (high confidence)",Q3328758,
Q61998611,anti runa,"root item with no P279/P361 parent, but P495 (country of origin) = Q419 Peru; Inca-rooted dance/music tradition (high confidence)",Q3085344,
Q4796091,arrorró,"root item with no P279/P361 parent, but P495 (country of origin) = Q29 Spain; Canarian lullaby style (high confidence)",Q964987,
Q108032157,banja,"root item with no P279/P361 parent, but P495 (country of origin) = Q730 Suriname (high confidence)",Q6942295,
Q16531329,bantu groove,"root item with no P279/P361 parent, but P495 (country of origin) = Q1009 Cameroon (high confidence)",Q10334892,
Q3656557,canzone del Mala,"root item with no P279/P361 parent, but P495 (country of origin) = Q38 Italy; Milanese criminal-underworld song tradition (high confidence)",Q3679098,
Q25393943,fanka,"root item with no P279/P361 parent, but P495 (country of origin) = Q1045 Somalia (high confidence)",Q6942277,
Q5979609,los Cristos,"root item with no P279/P361 parent, but P495 (country of origin) = Q29 Spain (high confidence)",Q964987,
Q7070611,nuubaat,"root item with no P279/P361 parent, but P495 (country of origin) = Q262 Algeria; form of Algerian classical music (high confidence)",Q3328583,
Q17996401,paso huanquilla,"root item with no P279/P361 parent, but P495 (country of origin) = Q419 Peru; Peruvian folk dance/music tradition (high confidence)",Q3085344,
Q5970684,pesás,"root item with no P279/P361 parent, but P495 (country of origin) = Q29 Spain (high confidence)",Q964987,
Q107641327,soko,"root item with no P279/P361 parent, but P495 (country of origin) = Q730 Suriname; Surinamese song genre (high confidence)",Q6942295,
Q6136664,swing criollo,"root item with no P279/P361 parent, but P495 (country of origin) = Q800 Costa Rica (high confidence)",Q17080863,
Q123382682,takborsé,"root item with no P279/P361 parent, but P495 (country of origin) = Q965 Burkina Faso (high confidence)",Q6942028,
Q6153333,trovo,"root item with no P279/P361 parent, but P495 (country of origin) = Q29 Spain; poetic-improvisation-over-folkloric-music tradition (high confidence)",Q964987,
Q97171241,tundiqui,"root item with no P279/P361 parent; P495 (country of origin) lists BOTH Q419 Peru and Q750 Bolivia with no single clear attribution, so classified under a shared Andean-region overview rather than arbitrarily picking one country (user-confirmed umbrella approach)",LOCAL:andean-music,
Q25419750,novo movimento,"root item with no P279/P361/P495/P17; only signal is a Portuguese-language label, ambiguous between Portugal and Brazil, so classified under a shared Lusophone-music overview rather than guessing a single country (user-confirmed umbrella approach)",LOCAL:lusophone-music,
Q85749252,brunette,"root item with no P279/P361/P495 parent; has P366 (has use) = Q142 France rather than P495 country-of-origin, but is a well-documented 17th-18th c. French song genre (medium confidence, user-confirmed)",Q672134,
Q118123408,plaza musika,"root item with no P279/P361/P495 parent; Basque-language label and description (""euskal musika generoa"" = Basque music genre), no separate Basque-Country overview existed so one was added (medium confidence, user-confirmed)",LOCAL:basque-country,
Q11058740,bait,"root item with no P279/P361/P495 parent; epic/lyrical-epic genre of Tatar and Bashkir poetry, both ethnic groups native to republics within Russia (medium confidence, user-confirmed guess)",Q2498201,
Q16696914,senliau,"root item with no P279/P361/P495 parent; Russian-language description identifies it as a genre of Bashkir folk music, Bashkortostan being a federal subject of Russia (medium confidence, user-confirmed guess)",Q2498201,
Q97220894,sacred singing circle,"root item with no P279/P361/P495 parent; Hebrew label/description (""מעגל שירה"" / ""singing genre in public"") suggests an Israeli communal-singing tradition (low-medium confidence, user-confirmed guess)",Q3858,
Q56344591,soil,"root item with no P279/P361/P495 parent; Ukrainian-language description (""жанр музики"") suggests a Ukrainian genre (low-medium confidence, user-confirmed guess)",Q155858,
Q1258366,tower music,"root item with no P279/P361/P495 parent; brass-from-a-tower performance tradition (Turmmusik) most associated with the German Stadtpfeifer tradition, though the practice existed more broadly in German-speaking Europe (low confidence, user-confirmed guess)",Q2743758,
Q18358825,Verso,"root item with no P279/P361/P495 parent; genre in Iberian organ music, but ""verso"" specifically denotes a distinctly Portuguese liturgical organ tradition (as opposed to Spain's tiento) (low-medium confidence, user-confirmed guess)",Q2579987,
Q28147473,bolero salsa,"root item with no P279/P361/P495 parent; slow-dance salsa subgenre named for bolero, whose birthplace is Cuba, though salsa itself is pan-Caribbean (low confidence, user-confirmed guess)",Q1544863,
Q3470213,salsaton,"root item with no P279/P361/P495 parent; salsa/reggaeton fusion, reggaeton's birthplace being Puerto Rico, though the genre itself is a cross-national fusion (low confidence, user-confirmed guess)",Q427183,
Q6420782,klezmer fiddle,"root item with no P279/P361/P495 parent; genre rooted in the Ashkenazi Jewish shtetl tradition of Eastern Europe, predating the modern state of Israel, loosely associated with Jewish music heritage (low confidence, user-confirmed guess)",Q3858,
Q4670712,Abwe,root item with no P279/P361 parent; Wikidata P495 (country of origin) = Cuba,Q1544863,
Q4857249,Bantowbol,root item with no P279/P361 parent; Wikidata P495 = Cameroon,Q10334892,
Q1227093,Bilbainada,root item with no P279/P361 parent; Wikidata P495 = Spain,Q964987,
Q4939163,Bolel,root item with no P279/P361 parent; Wikidata P495 = Ethiopia,Q2917508,
Q16845069,Bothy band,root item with no P279/P361 parent; Wikidata P495 = Scotland,Q1048469,
Q5116146,Chumba,root item with no P279/P361 parent; Wikidata P495 = Belize,Q968018,
Q5256877,Dene music,root item with no P279/P361 parent; Wikidata P495 = Canada,Q6942037,
Q16029081,Deuda song,root item with no P279/P361 parent; Wikidata P495 = Nepal,Q3328735,
Q5518471,Galerón,root item with no P279/P361 parent; Wikidata P495 = Venezuela,Q2486179,
Q104771349,Jalaíto,root item with no P279/P361 parent; Wikidata P495 = Colombia,Q920883,
Q16941867,Jamaquello,root item with no P279/P361 parent; Wikidata P495 = Nicaragua,Q6942217,
Q5954460,Juga,root item with no P279/P361 parent; Wikidata P495 = Colombia,Q920883,
Q93258199,Jyoti Sangeet,root item with no P279/P361 parent; Wikidata P495 = India,Q531426,
Q6378419,Katuli,root item with no P279/P361 parent; Wikidata P495 = Iran,Q1672398,
Q108651047,Kiarou,root item with no P279/P361 parent; Wikidata P495 = Benin,Q10334885,
Q6032954,Kilam,root item with no P279/P361 parent; Wikidata P495 = Turkey,Q1074080,
Q3293102,Marimbalax,root item with no P279/P361 parent; Wikidata P495 = Chile,Q3889385,
Q25204037,Paranda,root item with no P279/P361 parent; Wikidata P495 = Guatemala,Q1298412,
Q16965849,Sawani,root item with no P279/P361 parent; Wikidata P495 = India,Q531426,
Q7513991,Sikuri,root item with no P279/P361 parent; Wikidata P495 = Peru,Q3085344,
Q2956228,Songs of realization,root item with no P279/P361 parent; Wikidata description identifies it as a musical genre of ancient India,Q17075815,
Q7690640,Tche music,root item with no P279/P361 parent; Wikidata P495 = Brazil,Q899215,
Q63122412,Unaizah Samri,root item with no P279/P361 parent; Wikidata P495 = Saudi Arabia (Al Qassim Region),Q3328758,
Q10801090,Vietnamese diasporic music,root item with no P279/P361 parent; Wikidata P495 = Vietnam,Q1156957,
Q8072348,Zindalii,root item with no P279/P361 parent; Wikidata P495 = Algeria,Q3328583,
Q105044420,East Bay Grease,"root item with no P279/P361/P495 parent; funk term tied to the San Francisco East Bay scene (medium confidence, user-confirmed guess)",Q2267955,
Q85794311,Preaching Chords,"root item with no P279/P361/P495 parent; likely Black-church/gospel preaching-and-music tradition (low confidence, user-confirmed guess)",Q2267955,
Q7525526,Sioux music,"root item with no P279/P361/P495 parent; Sioux/Lakota tradition, primarily US Great Plains (medium confidence, user-confirmed guess)",Q2267955,
Q7561194,Song poem,"root item with no P279/P361/P495 parent; Wikidata description says ""20th century North America"", narrowed to United States (medium confidence, user-confirmed guess)",Q2267955,
Q967167,Russendisko,"root item with no P279/P361/P495 parent; Russian-émigré club-night scene physically located in Berlin, Germany (medium confidence, user-confirmed guess)",Q2743758,
Q4848983,Baka music,"root item with no P279/P361/P495 parent; Baka Pygmy people span Cameroon/Gabon/CAR/Congo, Cameroon has the largest population (low-medium confidence, user-confirmed guess)",Q10334892,
